Data export from TecQuipment CE2000

Data series 1

    Time       T1       T2 setpoint  shutter       T1 
   448.90    2.955    2.860    1.000   10.000    2.955
   449.00    2.955    2.865    1.000   10.000    2.955
   449.10    2.955    2.865    1.000   10.000    2.955
   449.20    2.955    2.865    1.000   10.000    2.955
   449.30    2.955    2.865    1.000   10.000    2.955
   449.40    2.955    2.860    1.000   10.000    2.955
   449.50    2.955    2.865    1.000   10.000    2.955
   449.60    2.955    2.860    1.000   10.000    2.955
   449.70    2.955    2.865    1.000   10.000    2.955
   449.80    2.955    2.860    1.000   10.000    2.955
   449.90    2.955    2.860    1.000   10.000    2.955
   450.00    2.955    2.860    1.000   10.000    2.955
   450.10    2.955    2.860    1.000   10.000    2.955
   450.20    2.955    2.860    1.000   10.000    2.955
   450.30    2.955    2.865    1.000   10.000    2.955
   450.40    2.955    2.860    1.000   10.000    2.955
   450.50    2.955    2.860    1.000   10.000    2.955
   450.60    2.955    2.860    1.000   10.000    2.955
   450.70    2.955    2.860    1.000   10.000    2.955
   450.80    2.955    2.860    1.000   10.000    2.955
   450.90    2.955    2.860    1.000   10.000    2.955
   451.00    2.955    2.860    1.000   10.000    2.955
   451.10    2.955    2.860    1.000   10.000    2.955
   451.20    2.955    2.860    1.000   10.000    2.955
   451.30    2.955    2.860    1.000   10.000    2.955
   451.40    2.955    2.860    1.000   10.000    2.955
   451.50    2.955    2.860    1.000   10.000    2.955
   451.60    2.955    2.860    1.000   10.000    2.955
   451.70    2.955    2.860    1.000   10.000    2.955
   451.80    2.955    2.860    1.000   10.000    2.955
   451.90    2.955    2.860    1.000   10.000    2.955
   452.00    2.955    2.860    1.000   10.000    2.955
   452.10    2.955    2.860    1.000   10.000    2.955
   452.20    2.955    2.860    1.000   10.000    2.955
   452.30    2.955    2.860    1.000   10.000    2.955
   452.40    2.955    2.860    1.000   10.000    2.955
   452.50    2.955    2.860    1.000   10.000    2.955
   452.60    2.955    2.860    1.000   10.000    2.955
   452.70    2.955    2.860    1.000   10.000    2.955
   452.80    2.955    2.860    1.000   10.000    2.955
   452.90    2.955    2.860    1.000   10.000    2.955
   453.00    2.955    2.860    1.000   10.000    2.955
   453.10    2.955    2.860    1.000   10.000    2.955
   453.20    2.955    2.860    1.000   10.000    2.955
   453.30    2.955    2.860    1.000   10.000    2.955
   453.40    2.955    2.860    1.000   10.000    2.955
   453.50    2.955    2.860    1.000   10.000    2.955
   453.60    2.955    2.860    1.000   10.000    2.955
   453.70    2.955    2.860    1.000   10.000    2.955
   453.80    2.955    2.860    1.000   10.000    2.955
   453.90    2.955    2.860    1.000   10.000    2.955
   454.00    2.955    2.860    1.000   10.000    2.955
   454.10    2.955    2.860    1.000   10.000    2.955
   454.20    2.955    2.860    1.000   10.000    2.955
   454.30    2.955    2.860    1.000   10.000    2.955
   454.40    2.955    2.860    1.000   10.000    2.955
   454.50    2.955    2.860    1.000   10.000    2.955
   454.60    2.955    2.860    1.000   10.000    2.955
   454.70    2.955    2.860    1.000   10.000    2.955
   454.80    2.955    2.860    1.000   10.000    2.955
   454.90    2.955    2.860    1.000   10.000    2.955
   455.00    2.955    2.860    1.000   10.000    2.955
   455.10    2.955    2.860    1.000   10.000    2.955
   455.20    2.955    2.860    1.000   10.000    2.955
   455.30    2.955    2.860    1.000   10.000    2.955
   455.40    2.955    2.860    1.000   10.000    2.955
   455.50    2.955    2.860    1.000   10.000    2.955
   455.60    2.955    2.860    1.000   10.000    2.955
   455.70    2.955    2.860    1.000   10.000    2.955
   455.80    2.955    2.860    1.000   10.000    2.955
   455.90    2.955    2.860    1.000   10.000    2.955
   456.00    2.955    2.860    1.000   10.000    2.955
   456.10    2.955    2.860    1.000   10.000    2.955
   456.20    2.955    2.860    1.000   10.000    2.955
   456.30    2.955    2.860    1.000   10.000    2.955
   456.40    2.955    2.860    1.000   10.000    2.955
   456.50    2.955    2.860    1.000   10.000    2.955
   456.60    2.955    2.860    1.000   10.000    2.955
   456.70    2.955    2.860    1.000   10.000    2.955
   456.80    2.955    2.860    1.000   10.000    2.955
   456.90    2.955    2.860    1.000   10.000    2.955
   457.00    2.955    2.860    1.000   10.000    2.955
   457.10    2.955    2.860    1.000   10.000    2.955
   457.20    2.955    2.860    1.000   10.000    2.955
   457.30    2.950    2.855    1.000   10.000    2.950
   457.40    2.950    2.860    1.000   10.000    2.950
   457.50    2.955    2.860    1.000   10.000    2.955
   457.60    2.955    2.860    1.000   10.000    2.955
   457.70    2.950    2.860    1.000   10.000    2.950
   457.80    2.955    2.860    1.000   10.000    2.955
   457.90    2.955    2.860    1.000   10.000    2.955
   458.00    2.950    2.860    1.000   10.000    2.950
   458.10    2.950    2.860    1.000   10.000    2.950
   458.20    2.950    2.860    1.000   10.000    2.950
   458.30    2.950    2.860    1.000   10.000    2.950
   458.40    2.950    2.855    1.000   10.000    2.950
   458.50    2.950    2.860    1.000   10.000    2.950
   458.60    2.950    2.860    1.000   10.000    2.950
   458.70    2.950    2.860    1.000   10.000    2.950
   458.80    2.950    2.855    1.000   10.000    2.950
   458.90    2.950    2.855    1.000   10.000    2.950
   459.00    2.950    2.855    1.000   10.000    2.950
   459.10    2.950    2.855    1.000   10.000    2.950
   459.20    2.950    2.855    1.000   10.000    2.950
   459.30    2.950    2.855    1.000   10.000    2.950
   459.40    2.950    2.855    1.000   10.000    2.950
   459.50    2.950    2.855    1.000   10.000    2.950
   459.60    2.950    2.855    1.000   10.000    2.950
   459.70    2.950    2.855    1.000   10.000    2.950
   459.80    2.950    2.855    1.000   10.000    2.950
   459.90    2.950    2.855    1.000   10.000    2.950
   460.00    2.950    2.855    1.000   10.000    2.950
   460.10    2.950    2.855    1.000   10.000    2.950
   460.20    2.950    2.855    1.000   10.000    2.950
   460.30    2.950    2.855    1.000   10.000    2.950
   460.40    2.950    2.855    1.000   10.000    2.950
   460.50    2.950    2.855    1.000   10.000    2.950
   460.60    2.950    2.855    1.000   10.000    2.950
   460.70    2.950    2.855    1.000   10.000    2.950
   460.80    2.950    2.855    1.000   10.000    2.950
   460.90    2.950    2.855    1.000   10.000    2.950
   461.00    2.950    2.855    1.000   10.000    2.950
   461.10    2.950    2.855    1.000   10.000    2.950
   461.20    2.950    2.855    1.000   10.000    2.950
   461.30    2.950    2.855    1.000   10.000    2.950
   461.40    2.950    2.855    1.000   10.000    2.950
   461.50    2.950    2.855    1.000   10.000    2.950
   461.60    2.950    2.855    1.000   10.000    2.950
   461.70    2.950    2.855    1.000   10.000    2.950
   461.80    2.950    2.855    1.000   10.000    2.950
   461.90    2.950    2.855    1.000   10.000    2.950
   462.00    2.950    2.855    1.000   10.000    2.950
   462.10    2.950    2.855    1.000   10.000    2.950
   462.20    2.950    2.855    1.000   10.000    2.950
   462.30    2.950    2.855    1.000   10.000    2.950
   462.40    2.950    2.855    1.000   10.000    2.950
   462.50    2.950    2.855    1.000   10.000    2.950
   462.60    2.950    2.855    1.000   10.000    2.950
   462.70    2.950    2.855    1.000   10.000    2.950
   462.80    2.950    2.855    1.000   10.000    2.950
   462.90    2.950    2.855    1.000   10.000    2.950
   463.00    2.950    2.855    1.000   10.000    2.950
   463.10    2.950    2.855    1.000   10.000    2.950
   463.20    2.950    2.855    1.000   10.000    2.950
   463.30    2.950    2.855    1.000   10.000    2.950
   463.40    2.950    2.855    1.000   10.000    2.950
   463.50    2.950    2.855    1.000   10.000    2.950
   463.60    2.950    2.855    1.000   10.000    2.950
   463.70    2.950    2.855    1.000   10.000    2.950
   463.80    2.950    2.855    1.000   10.000    2.950
   463.90    2.950    2.855    1.000   10.000    2.950
   464.00    2.950    2.855    1.000   10.000    2.950
   464.10    2.950    2.855    1.000   10.000    2.950
   464.20    2.950    2.855    1.000   10.000    2.950
   464.30    2.950    2.855    1.000   10.000    2.950
   464.40    2.950    2.855    1.000   10.000    2.950
   464.50    2.950    2.855    1.000   10.000    2.950
   464.60    2.950    2.855    1.000   10.000    2.950
   464.70    2.950    2.855    1.000   10.000    2.950
   464.80    2.950    2.855    1.000   10.000    2.950
   464.90    2.950    2.855    1.000   10.000    2.950
   465.00    2.950    2.855    1.000   10.000    2.950
   465.10    2.950    2.855    1.000   10.000    2.950
   465.20    2.945    2.855    1.000   10.000    2.945
   465.30    2.950    2.855    1.000   10.000    2.950
   465.40    2.945    2.855    1.000   10.000    2.945
   465.50    2.950    2.855    1.000   10.000    2.950
   465.60    2.945    2.855    1.000   10.000    2.945
   465.70    2.950    2.855    1.000   10.000    2.950
   465.80    2.945    2.855    1.000   10.000    2.945
   465.90    2.945    2.855    1.000   10.000    2.945
   466.00    2.950    2.855    1.000   10.000    2.950
   466.10    2.950    2.855    1.000   10.000    2.950
   466.20    2.950    2.855    1.000   10.000    2.950
   466.30    2.945    2.855    1.000   10.000    2.945
   466.40    2.945    2.855    1.000   10.000    2.945
   466.50    2.945    2.855    1.000   10.000    2.945
   466.60    2.945    2.855    1.000   10.000    2.945
   466.70    2.945    2.855    1.000   10.000    2.945
   466.80    2.945    2.855    1.000   10.000    2.945
   466.90    2.945    2.855    1.000   10.000    2.945
   467.00    2.945    2.855    1.000   10.000    2.945
   467.10    2.945    2.855    1.000   10.000    2.945
   467.20    2.945    2.855    1.000   10.000    2.945
   467.30    2.945    2.855    1.000   10.000    2.945
   467.40    2.945    2.855    1.000   10.000    2.945
   467.50    2.945    2.850    1.000   10.000    2.945
   467.60    2.945    2.855    1.000   10.000    2.945
   467.70    2.945    2.855    1.000   10.000    2.945
   467.80    2.945    2.855    1.000   10.000    2.945
   467.90    2.945    2.855    1.000   10.000    2.945
   468.00    2.945    2.855    1.000   10.000    2.945
   468.10    2.945    2.855    1.000   10.000    2.945
   468.20    2.945    2.855    1.000   10.000    2.945
   468.30    2.945    2.855    1.000   10.000    2.945
   468.40    2.945    2.850    1.000   10.000    2.945
   468.50    2.945    2.850    1.000   10.000    2.945
   468.60    2.945    2.850    1.000   10.000    2.945
   468.70    2.945    2.850    1.000   10.000    2.945
   468.80    2.945    2.855    1.000   10.000    2.945
   468.90    2.945    2.855    1.000   10.000    2.945
   469.00    2.945    2.850    1.000   10.000    2.945
   469.10    2.945    2.850    1.000   10.000    2.945
   469.20    2.945    2.850    1.000   10.000    2.945
   469.30    2.945    2.850    1.000   10.000    2.945
   469.40    2.945    2.850    1.000   10.000    2.945
   469.50    2.945    2.850    1.000   10.000    2.945
   469.60    2.945    2.850    1.000   10.000    2.945
   469.70    2.945    2.850    1.000   10.000    2.945
   469.80    2.945    2.850    1.000   10.000    2.945
   469.90    2.945    2.850    1.000   10.000    2.945
   470.00    2.945    2.855    1.000   10.000    2.945
   470.10    2.945    2.850    1.000   10.000    2.945
   470.20    2.945    2.850    1.000   10.000    2.945
   470.30    2.945    2.850    1.000   10.000    2.945
   470.40    2.945    2.855    1.000   10.000    2.945
   470.50    2.945    2.850    1.000   10.000    2.945
   470.60    2.945    2.850    1.000   10.000    2.945
   470.70    2.945    2.850    1.000   10.000    2.945
   470.80    2.945    2.850    1.000   10.000    2.945
   470.90    2.945    2.850    1.000   10.000    2.945
   471.00    2.945    2.850    1.000   10.000    2.945
   471.10    2.945    2.850    1.000   10.000    2.945
   471.20    2.945    2.850    1.000   10.000    2.945
   471.30    2.945    2.850    1.000   10.000    2.945
   471.40    2.945    2.850    1.000   10.000    2.945
   471.50    2.945    2.850    1.000   10.000    2.945
   471.60    2.945    2.850    1.000   10.000    2.945
   471.70    2.945    2.850    1.000   10.000    2.945
   471.80    2.945    2.850    1.000   10.000    2.945
   471.90    2.945    2.850    1.000   10.000    2.945
   472.00    2.945    2.850    1.000   10.000    2.945
   472.10    2.945    2.850    1.000   10.000    2.945
   472.20    2.945    2.850    1.000   10.000    2.945
   472.30    2.945    2.850    1.000   10.000    2.945
   472.40    2.945    2.850    1.000   10.000    2.945
   472.50    2.945    2.850    1.000   10.000    2.945
   472.60    2.945    2.850    1.000   10.000    2.945
   472.70    2.945    2.850    1.000   10.000    2.945
   472.80    2.945    2.850    1.000   10.000    2.945
   472.90    2.945    2.850    1.000   10.000    2.945
   473.00    2.945    2.850    1.000   10.000    2.945
   473.10    2.945    2.850    1.000   10.000    2.945
   473.20    2.945    2.850    1.000   10.000    2.945
   473.30    2.945    2.850    1.000   10.000    2.945
   473.40    2.945    2.850    1.000   10.000    2.945
   473.50    2.945    2.850    1.000   10.000    2.945
   473.60    2.945    2.850    1.000   10.000    2.945
   473.70    2.945    2.850    1.000   10.000    2.945
   473.80    2.940    2.850    1.000   10.000    2.940
   473.90    2.945    2.850    1.000   10.000    2.945
   474.00    2.945    2.850    1.000   10.000    2.945
   474.10    2.945    2.850    1.000   10.000    2.945
   474.20    2.945    2.850    1.000   10.000    2.945
   474.30    2.940    2.850    1.000   10.000    2.940
   474.40    2.945    2.850    1.000   10.000    2.945
   474.50    2.945    2.850    1.000   10.000    2.945
   474.60    2.945    2.850    1.000   10.000    2.945
   474.70    2.945    2.850    1.000   10.000    2.945
   474.80    2.945    2.850    1.000   10.000    2.945
   474.90    2.945    2.850    1.000   10.000    2.945
   475.00    2.940    2.850    1.000   10.000    2.940
   475.10    2.940    2.850    1.000   10.000    2.940
   475.20    2.940    2.850    1.000   10.000    2.940
   475.30    2.940    2.850    1.000   10.000    2.940
   475.40    2.940    2.850    1.000   10.000    2.940
   475.50    2.945    2.850    1.000   10.000    2.945
   475.60    2.940    2.850    1.000   10.000    2.940
   475.70    2.940    2.850    1.000   10.000    2.940
   475.80    2.940    2.850    1.000   10.000    2.940
   475.90    2.945    2.850    1.000   10.000    2.945
   476.00    2.940    2.850    1.000   10.000    2.940
   476.10    2.940    2.850    1.000   10.000    2.940
   476.20    2.940    2.850    1.000   10.000    2.940
   476.30    2.940    2.850    1.000   10.000    2.940
   476.40    2.940    2.850    1.000   10.000    2.940
   476.50    2.940    2.850    1.000   10.000    2.940
   476.60    2.940    2.850    1.000   10.000    2.940
   476.70    2.940    2.850    1.000   10.000    2.940
   476.80    2.940    2.850    1.000   10.000    2.940
   476.90    2.940    2.850    1.000   10.000    2.940
   477.00    2.940    2.850    1.000   10.000    2.940
   477.10    2.940    2.850    1.000   10.000    2.940
   477.20    2.940    2.845    1.000   10.000    2.940
   477.30    2.940    2.850    1.000   10.000    2.940
   477.40    2.940    2.850    1.000   10.000    2.940
   477.50    2.940    2.850    1.000   10.000    2.940
   477.60    2.940    2.850    1.000   10.000    2.940
   477.70    2.940    2.850    1.000   10.000    2.940
   477.80    2.945    2.850    1.000   10.000    2.945
   477.90    2.940    2.850    1.000   10.000    2.940
   478.00    2.940    2.850    1.000   10.000    2.940
   478.10    2.940    2.850    1.000   10.000    2.940
   478.20    2.945    2.850    1.000   10.000    2.945
   478.30    2.940    2.850    1.000   10.000    2.940
   478.40    2.940    2.850    1.000   10.000    2.940
   478.50    2.940    2.850    1.000   10.000    2.940
   478.60    2.940    2.845    1.000   10.000    2.940
   478.70    2.940    2.845    1.000   10.000    2.940
   478.80    2.940    2.850    1.000   10.000    2.940
   478.90    2.940    2.850    1.000   10.000    2.940
   479.00    2.940    2.845    1.000   10.000    2.940
   479.10    2.940    2.850    1.000   10.000    2.940
   479.20    2.940    2.845    1.000   10.000    2.940
   479.30    2.940    2.845    1.000   10.000    2.940
   479.40    2.940    2.850    1.000   10.000    2.940
   479.50    2.940    2.845    1.000   10.000    2.940
   479.60    2.940    2.845    1.000   10.000    2.940
   479.70    2.940    2.845    1.000   10.000    2.940
   479.80    2.940    2.845    1.000   10.000    2.940
   479.90    2.940    2.845    1.000   10.000    2.940
   480.00    2.940    2.845    1.000   10.000    2.940
   480.10    2.940    2.845    1.000   10.000    2.940
   480.20    2.940    2.845    1.000   10.000    2.940
   480.30    2.940    2.845    1.000   10.000    2.940
   480.40    2.940    2.845    1.000   10.000    2.940
   480.50    2.940    2.845    1.000   10.000    2.940
   480.60    2.940    2.845    1.000   10.000    2.940
   480.70    2.940    2.845    1.000   10.000    2.940
   480.80    2.940    2.845    1.000   10.000    2.940
   480.90    2.940    2.845    1.000   10.000    2.940
   481.00    2.940    2.845    1.000   10.000    2.940
   481.10    2.940    2.845    1.000   10.000    2.940
   481.20    2.940    2.845    1.000   10.000    2.940
   481.30    2.940    2.845    1.000   10.000    2.940
   481.40    2.940    2.845    1.000   10.000    2.940
   481.50    2.940    2.845    1.000   10.000    2.940
   481.60    2.940    2.845    1.000   10.000    2.940
   481.70    2.940    2.845    1.000   10.000    2.940
   481.80    2.940    2.845    1.000   10.000    2.940
   481.90    2.940    2.845    1.000   10.000    2.940
   482.00    2.940    2.845    1.000   10.000    2.940
   482.10    2.940    2.845    1.000   10.000    2.940
   482.20    2.940    2.845    1.000   10.000    2.940
   482.30    2.940    2.845    1.000   10.000    2.940
   482.40    2.940    2.845    1.000   10.000    2.940
   482.50    2.940    2.845    1.000   10.000    2.940
   482.60    2.940    2.845    1.000   10.000    2.940
   482.70    2.940    2.845    1.000   10.000    2.940
   482.80    2.940    2.845    1.000   10.000    2.940
   482.90    2.940    2.845    1.000   10.000    2.940
   483.00    2.940    2.845    1.000   10.000    2.940
   483.10    2.940    2.845    1.000   10.000    2.940
   483.20    2.940    2.845    1.000   10.000    2.940
   483.30    2.940    2.845    1.000   10.000    2.940
   483.40    2.940    2.845    1.000   10.000    2.940
   483.50    2.940    2.845    1.000   10.000    2.940
   483.60    2.940    2.845    1.000   10.000    2.940
   483.70    2.940    2.845    1.000   10.000    2.940
   483.80    2.940    2.845    1.000   10.000    2.940
   483.90    2.940    2.845    1.000   10.000    2.940
   484.00    2.940    2.845    1.000   10.000    2.940
   484.10    2.940    2.845    1.000   10.000    2.940
   484.20    2.940    2.845    1.000   10.000    2.940
   484.30    2.935    2.845    1.000   10.000    2.935
   484.40    2.940    2.845    1.000   10.000    2.940
   484.50    2.940    2.845    1.000   10.000    2.940
   484.60    2.940    2.845    1.000   10.000    2.940
   484.70    2.940    2.845    1.000   10.000    2.940
   484.80    2.940    2.845    1.000   10.000    2.940
   484.90    2.940    2.845    1.000   10.000    2.940
   485.00    2.940    2.845    1.000   10.000    2.940
   485.10    2.940    2.845    1.000   10.000    2.940
   485.20    2.940    2.845    1.000   10.000    2.940
   485.30    2.940    2.845    1.000   10.000    2.940
   485.40    2.940    2.845    1.000   10.000    2.940
   485.50    2.940    2.845    1.000   10.000    2.940
   485.60    2.935    2.845    1.000   10.000    2.935
   485.70    2.940    2.845    1.000   10.000    2.940
   485.80    2.935    2.845    1.000   10.000    2.935
   485.90    2.940    2.845    1.000   10.000    2.940
   486.00    2.940    2.845    1.000   10.000    2.940
   486.10    2.940    2.845    1.000   10.000    2.940
   486.20    2.940    2.845    1.000   10.000    2.940
   486.30    2.940    2.845    1.000   10.000    2.940
   486.40    2.940    2.845    1.000   10.000    2.940
   486.50    2.940    2.845    1.000   10.000    2.940
   486.60    2.935    2.845    1.000   10.000    2.935
   486.70    2.940    2.840    1.000   10.000    2.940
   486.80    2.940    2.840    1.000   10.000    2.940
   486.90    2.940    2.845    1.000   10.000    2.940
   487.00    2.935    2.840    1.000   10.000    2.935
   487.10    2.940    2.845    1.000   10.000    2.940
   487.20    2.940    2.840    1.000   10.000    2.940
   487.30    2.940    2.845    1.000   10.000    2.940
   487.40    2.935    2.845    1.000   10.000    2.935
   487.50    2.940    2.845    1.000   10.000    2.940
   487.60    2.935    2.840    1.000   10.000    2.935
   487.70    2.935    2.845    1.000   10.000    2.935
   487.80    2.935    2.845    1.000   10.000    2.935
   487.90    2.940    2.840    1.000   10.000    2.940
   488.00    2.935    2.845    1.000   10.000    2.935
   488.10    2.935    2.840    1.000   10.000    2.935
   488.20    2.935    2.840    1.000   10.000    2.935
   488.30    2.940    2.840    1.000   10.000    2.940
   488.40    2.935    2.840    1.000   10.000    2.935
   488.50    2.940    2.840    1.000   10.000    2.940
   488.60    2.935    2.840    1.000   10.000    2.935
   488.70    2.935    2.840    1.000   10.000    2.935
   488.80    2.935    2.840    1.000   10.000    2.935
   488.90    2.935    2.840    1.000   10.000    2.935
   489.00    2.935    2.840    1.000   10.000    2.935
   489.10    2.935    2.840    1.000   10.000    2.935
   489.20    2.935    2.840    1.000   10.000    2.935
   489.30    2.935    2.840    1.000   10.000    2.935
   489.40    2.935    2.840    1.000   10.000    2.935
   489.50    2.935    2.840    1.000   10.000    2.935
   489.60    2.935    2.840    1.000   10.000    2.935
   489.70    2.935    2.840    1.000   10.000    2.935
   489.80    2.935    2.840    1.000   10.000    2.935
   489.90    2.935    2.840    1.000   10.000    2.935
   490.00    2.935    2.840    1.000   10.000    2.935
   490.10    2.935    2.840    1.000   10.000    2.935
   490.20    2.935    2.845    1.000   10.000    2.935
   490.30    2.935    2.840    1.000   10.000    2.935
   490.40    2.935    2.840    1.000   10.000    2.935
   490.50    2.935    2.840    1.000   10.000    2.935
   490.60    2.935    2.840    1.000   10.000    2.935
   490.70    2.935    2.840    1.000   10.000    2.935
   490.80    2.935    2.840    1.000   10.000    2.935
   490.90    2.935    2.840    1.000   10.000    2.935
   491.00    2.935    2.840    1.000   10.000    2.935
   491.10    2.935    2.840    1.000   10.000    2.935
   491.20    2.935    2.840    1.000   10.000    2.935
   491.30    2.935    2.840    1.000   10.000    2.935
   491.40    2.935    2.840    1.000   10.000    2.935
   491.50    2.935    2.840    1.000   10.000    2.935
   491.60    2.935    2.840    1.000   10.000    2.935
   491.70    2.935    2.840    1.000   10.000    2.935
   491.80    2.935    2.840    1.000   10.000    2.935
   491.90    2.935    2.840    1.000   10.000    2.935
   492.00    2.935    2.840    1.000   10.000    2.935
   492.10    2.935    2.840    1.000   10.000    2.935
   492.20    2.935    2.840    1.000   10.000    2.935
   492.30    2.935    2.840    1.000   10.000    2.935
   492.40    2.935    2.840    1.000   10.000    2.935
   492.50    2.935    2.840    1.000   10.000    2.935
   492.60    2.935    2.840    1.000   10.000    2.935
   492.70    2.935    2.840    1.000   10.000    2.935
   492.80    2.935    2.840    1.000   10.000    2.935
   492.90    2.935    2.840    1.000   10.000    2.935
   493.00    2.935    2.840    1.000   10.000    2.935
   493.10    2.935    2.840    1.000   10.000    2.935
   493.20    2.935    2.840    1.000   10.000    2.935
   493.30    2.935    2.840    1.000   10.000    2.935
   493.40    2.935    2.840    1.000   10.000    2.935
   493.50    2.935    2.840    1.000   10.000    2.935
   493.60    2.935    2.840    1.000   10.000    2.935
   493.70    2.935    2.840    1.000   10.000    2.935
   493.80    2.935    2.840    1.000   10.000    2.935
   493.90    2.935    2.840    1.000   10.000    2.935
   494.00    2.935    2.840    1.000   10.000    2.935
   494.10    2.935    2.840    1.000   10.000    2.935
   494.20    2.935    2.840    1.000   10.000    2.935
   494.30    2.935    2.840    1.000   10.000    2.935
   494.40    2.935    2.840    1.000   10.000    2.935
   494.50    2.935    2.840    1.000   10.000    2.935
   494.60    2.935    2.840    1.000   10.000    2.935
   494.70    2.935    2.840    1.000   10.000    2.935
   494.80    2.935    2.840    1.000   10.000    2.935
   494.90    2.935    2.840    1.000   10.000    2.935
   495.00    2.935    2.840    1.000   10.000    2.935
   495.10    2.935    2.840    1.000   10.000    2.935
   495.20    2.935    2.840    1.000   10.000    2.935
   495.30    2.935    2.840    1.000   10.000    2.935
   495.40    2.935    2.840    1.000   10.000    2.935
   495.50    2.935    2.840    1.000   10.000    2.935
   495.60    2.935    2.840    1.000   10.000    2.935
   495.70    2.935    2.840    1.000   10.000    2.935
   495.80    2.935    2.840    1.000   10.000    2.935
   495.90    2.935    2.840    1.000   10.000    2.935
   496.00    2.935    2.840    1.000   10.000    2.935
   496.10    2.935    2.840    1.000   10.000    2.935
   496.20    2.935    2.840    1.000   10.000    2.935
   496.30    2.935    2.840    1.000   10.000    2.935
   496.40    2.935    2.840    1.000   10.000    2.935
   496.50    2.935    2.840    1.000   10.000    2.935
   496.60    2.930    2.840    1.000   10.000    2.930
   496.70    2.935    2.840    1.000   10.000    2.935
   496.80    2.935    2.840    1.000   10.000    2.935
   496.90    2.935    2.840    1.000   10.000    2.935
   497.00    2.930    2.840    1.000   10.000    2.930
   497.10    2.935    2.835    1.000   10.000    2.935
   497.20    2.935    2.840    1.000   10.000    2.935
   497.30    2.930    2.840    1.000   10.000    2.930
   497.40    2.930    2.840    1.000   10.000    2.930
   497.50    2.935    2.840    1.000   10.000    2.935
   497.60    2.930    2.840    1.000   10.000    2.930
   497.70    2.935    2.840    1.000   10.000    2.935
   497.80    2.930    2.840    1.000   10.000    2.930
   497.90    2.935    2.840    1.000   10.000    2.935
   498.00    2.930    2.840    1.000   10.000    2.930
   498.10    2.935    2.840    1.000   10.000    2.935
   498.20    2.935    2.840    1.000   10.000    2.935
   498.30    2.935    2.840    1.000   10.000    2.935
   498.40    2.930    2.840    1.000   10.000    2.930
   498.50    2.935    2.840    1.000   10.000    2.935
   498.60    2.935    2.840    1.000   10.000    2.935
   498.70    2.935    2.835    1.000   10.000    2.935
   498.80    2.935    2.840    1.000   10.000    2.935
   498.90    2.930    2.840    1.000   10.000    2.930
   499.00    2.930    2.840    1.000   10.000    2.930
   499.10    2.930    2.835    1.000   10.000    2.930
   499.20    2.930    2.840    1.000   10.000    2.930
   499.30    2.930    2.840    1.000   10.000    2.930
   499.40    2.930    2.835    1.000   10.000    2.930
   499.50    2.935    2.840    1.000   10.000    2.935
   499.60    2.930    2.840    1.000   10.000    2.930
   499.70    2.930    2.840    1.000   10.000    2.930
   499.80    2.930    2.840    1.000   10.000    2.930
   499.90    2.930    2.835    1.000   10.000    2.930
   500.00    2.935    2.835    1.000   10.000    2.935
   500.10    2.935    2.835    1.000   10.000    2.935
   500.20    2.935    2.835    1.000   10.000    2.935
   500.30    2.930    2.840    1.000   10.000    2.930
   500.40    2.930    2.840    1.000   10.000    2.930
   500.50    2.935    2.840    1.000   10.000    2.935
   500.60    2.930    2.835    1.000   10.000    2.930
   500.70    2.930    2.835    1.000   10.000    2.930
   500.80    2.930    2.835    1.000   10.000    2.930
   500.90    2.930    2.835    1.000   10.000    2.930
   501.00    2.930    2.840    1.000   10.000    2.930
   501.10    2.930    2.835    1.000   10.000    2.930
   501.20    2.930    2.835    1.000   10.000    2.930
   501.30    2.930    2.835    1.000   10.000    2.930
   501.40    2.930    2.835    1.000   10.000    2.930
   501.50    2.930    2.835    1.000   10.000    2.930
   501.60    2.930    2.835    1.000   10.000    2.930
   501.70    2.930    2.835    1.000   10.000    2.930
   501.80    2.930    2.835    1.000   10.000    2.930
   501.90    2.930    2.835    1.000   10.000    2.930
   502.00    2.930    2.835    1.000   10.000    2.930
   502.10    2.930    2.835    1.000   10.000    2.930
   502.20    2.930    2.835    1.000   10.000    2.930
   502.30    2.930    2.835    1.000   10.000    2.930
   502.40    2.930    2.835    1.000   10.000    2.930
   502.50    2.930    2.835    1.000   10.000    2.930
   502.60    2.930    2.835    1.000   10.000    2.930
   502.70    2.930    2.835    1.000   10.000    2.930
   502.80    2.930    2.835    1.000   10.000    2.930
   502.90    2.930    2.835    1.000   10.000    2.930
   503.00    2.930    2.835    1.000   10.000    2.930
   503.10    2.930    2.835    1.000   10.000    2.930
   503.20    2.930    2.835    1.000   10.000    2.930
   503.30    2.930    2.835    1.000   10.000    2.930
   503.40    2.930    2.835    1.000   10.000    2.930
   503.50    2.930    2.835    1.000   10.000    2.930
   503.60    2.930    2.835    1.000   10.000    2.930
   503.70    2.930    2.835    1.000   10.000    2.930
   503.80    2.930    2.835    1.000   10.000    2.930
   503.90    2.930    2.835    1.000   10.000    2.930
   504.00    2.930    2.835    1.000   10.000    2.930
   504.10    2.930    2.835    1.000   10.000    2.930
   504.20    2.930    2.835    1.000   10.000    2.930
   504.30    2.930    2.835    1.000   10.000    2.930
   504.40    2.930    2.835    1.000   10.000    2.930
   504.50    2.930    2.835    1.000   10.000    2.930
   504.60    2.930    2.835    1.000   10.000    2.930
